Company,Website,Industry,HQ,Employees,Revenue_Cr,Logistics_Spend_Cr,Tier,Account_Type,Key_Locations
"Ammann India",,"Auto & Engineering","Mehsana",450,500,,Tier2,Penetration,""
"Metso Outotec India",,"Auto & Engineering","Gurgaon",600,800,,Tier2,Penetration,""
"John Deere Construction (India)",,"Auto & Engineering","Pune",350,500,,Tier2,Penetration,""
"MRF Tyres",,"Auto & Engineering","Chennai",,28500,,Tier1,Expansion,""
"Action Construction Equipment (ACE)",,"Auto & Engineering","Faridabad",2500,2914,,Tier2,Expansion,""
"Sona BLW Comstar",,"Auto & Engineering","Gurgaon",,3500,,Tier2,Penetration,""
"SKF India",,"Auto & Engineering","Pune",,5000,,Tier1,Penetration,""
"Schaeffler India",,"Auto & Engineering","Pune",,8000,,Tier1,Penetration,""
"Faurecia India",,"Auto & Engineering","Pune",,3500,,Tier2,Penetration,""
"Lear Corporation India",,"Auto & Engineering","Pune",,2500,,Tier2,Penetration,""
"Aisin India",,"Auto & Engineering","Gurgaon",,2000,,Tier2,Penetration,""
"Denso India",,"Auto & Engineering","Gurgaon",,4000,,Tier2,Penetration,""
"Continental India",,"Auto & Engineering","Gurgaon",,3000,,Tier2,Penetration,""
"Sundaram Clayton",,"Auto & Engineering","Chennai",,3500,,Tier2,Penetration,""
"Okaya Power",,"Auto & Engineering","New Delhi",,1500,,Tier2,Penetration,""
"Timken India",,"Auto & Engineering","Bangalore",,2500,,Tier2,Penetration,""
"Tata AutoComp",,"Auto & Engineering","Pune",,8000,,Tier1,Penetration,""
"Minda Corporation",,"Auto & Engineering","Gurgaon",,5000,,Tier1,Penetration,""
"Suprajit Engineering",,"Auto & Engineering","Bangalore",,3000,,Tier2,Penetration,""
"Gabriel India",,"Auto & Engineering","Pune",,3200,,Tier2,Penetration,""
"Michelin India",,"Auto & Engineering","Chennai",,2500,,Tier2,Penetration,""
"TVS Srichakra",,"Auto & Engineering","Madurai",,3500,,Tier2,Penetration,""
"Endurance Technologies",,"Auto & Engineering","Aurangabad",,10000,,Tier1,Penetration,""
"Toshiba T&D India",,"Auto & Engineering","Hyderabad",,4500,,Tier2,Penetration,""
"GE Power India",,"Auto & Engineering","Noida",,1120,,Tier2,Penetration,""
"Triveni Turbine",,"Auto & Engineering","Bengaluru",,1261,,Tier2,Penetration,""
"NTPC Ltd",,"Auto & Engineering","New Delhi",,177000,,Tier1,Penetration,""
"Power Grid Corporation",,"Auto & Engineering","Gurugram",,47000,,Tier1,Penetration,""
"Rane Group",,"Auto & Engineering","Chennai",,4500,,Tier2,Penetration,""
"Volvo CE India",,"Auto & Engineering","Bengaluru",1800,2233,,Tier2,Expansion,""
"Caterpillar India",,"Auto & Engineering","Chennai",4500,2200,,Tier2,Expansion,""
"Schwing Stetter India",,"Auto & Engineering","Chennai",2700,2800,,Tier2,Expansion,""
"Bridgestone India",,"Auto & Engineering","Pune",,4000,,Tier2,Penetration,""
"Valeo India",,"Auto & Engineering","Chennai",,3500,,Tier2,Penetration,""
"ZF India",,"Auto & Engineering","Pune",,4500,,Tier2,Penetration,""
"ReNew Power",,"Auto & Engineering","Gurugram",,9800,,Tier1,Penetration,""
"Suzlon",,"Auto & Engineering","",,5060,,Tier1,Expansion,""
"Mahindra Powerol",,"Auto & Engineering","Mumbai",,2280,,Tier2,Penetration,""
"Caterpillar India",,"Auto & Engineering","Chennai",,12105,,Tier1,Penetration,""
"Greaves Cotton",,"Auto & Engineering","Mumbai",,2500,,Tier2,Penetration,""
"Kirloskar Brothers",,"Auto & Engineering","Pune",,5000,,Tier1,Penetration,""
"Ingersoll Rand India",,"Auto & Engineering","Ahmedabad",,1336,,Tier2,Penetration,""
"ELGi Equipments",,"Auto & Engineering","Coimbatore",,3510,,Tier2,Penetration,""
"Inox Wind",,"Auto & Engineering","Noida",,3702,,Tier2,Penetration,""
"Tata Power Renewable",,"Auto & Engineering","Mumbai",,6000,,Tier1,Penetration,""
"Timken India",,"Auto & Engineering","Bengaluru",,2800,,Tier2,Penetration,""
"SKF India",,"Auto & Engineering","Pune",,4800,,Tier2,Penetration,""
"Schaeffler India",,"Auto & Engineering","Pune",,7500,,Tier1,Penetration,""
"Crompton Greaves Consumer",,"Auto & Engineering","Mumbai",,7500,,Tier1,Penetration,""
"Adani Green Energy",,"Auto & Engineering","Ahmedabad",,11000,,Tier1,Penetration,""
"Dr Reddys Laboratories",,"Pharma","Hyderabad",24000,28000,,Tier1,Expansion,"Hyderabad (TS), Baddi (HP), Vizag (AP)"
