Company,Category,Segment,Sub_Segment,Account_Type,HQ,Key_Locations,Sales_Rs_Cr,Employees,Total_Logistics_Spend_Rs_Cr,Priority
Cremica,FMCG & Consumer,Food Processing,Sauces,Penetration,Mohali,"Phillaur (PB), Lalru (PB)",1200.0,800.0,23.0,
Agarwal Packers,General,General Cargo,Relocation,Penetration,Hyderabad,Pan-India,800.0,5000.0,23.0,
Ramco AAC,Building & Construction,Blocks Bricks,AAC,Expansion,Chennai,"Chennai (TN), Ariyalur, Jayanthipuram",450.0,700.0,23.0,
Kisan Mouldings,Building & Construction,Pipes Fittings,PVC,Penetration,Delhi,"Silvassa, Jammu, Sikkim",800.0,1000.0,23.0,
Hindware (Pipes),Building & Construction,Pipes Fittings,CPVC,Penetration,Delhi,"Bhiwadi (RJ), Kaharani (RJ)",800.0,800.0,23.0,
Duro Plywood,Building & Construction,Furniture Wood,Plywood,Penetration,Delhi,"Yamuna Nagar (HR), Rudrapur",800.0,1000.0,23.0,
Asian Footwears,Chemicals & Petrochemicals,Rubber Latex,Footwear,Penetration,Delhi,"Baddi (HP), Bahadurgarh",600.0,2500.0,23.0,
Phoenix Yule,Chemicals & Petrochemicals,Rubber Latex,Industrial,Expansion,Kolkata,"Kolkata (WB), Durgapur, Chennai",600.0,1200.0,23.0,
SKF India (Seals),Chemicals & Petrochemicals,Rubber Latex,Sealing,Penetration,Bangalore,"Bangalore (KA), Pune",600.0,800.0,23.0,
Pennar Industries,Steel & Metals,Steel Coils,CR/Galvanized,Penetration,Hyderabad,"Hyderabad (TS), Chennai (TN), Pune (MH)",3000.0,1500.0,23.0,
Shakti Bhog,FMCG & Consumer,Food Grains Staples,Flour/Atta,Penetration,Delhi,"Delhi, Rajasthan",600.0,800.0,23.0,
Nandi Pipes,Building & Construction,Pipes Fittings,PVC,Expansion,Bangalore,"Bangalore (KA), Hyderabad, Vijayawada",800.0,1000.0,23.0,
Vallourec India,Steel & Metals,Steel Pipes Tubes,Premium,Penetration,,Pune (MH),1500.0,400.0,23.0,
Orissa Sponge Iron,Steel & Metals,Sponge Pig Iron,Sponge,Expansion,Bhubaneswar,Joda (OD),800.0,600.0,23.0,
Tata Steel Mining,Steel & Metals,Steel Coils,Captive,Penetration,Jamshedpur,"Joda (OD), Noamundi (JH)",5000.0,3000.0,23.0,
Visa Steel,Steel & Metals,Steel Semi Finished,Integrated,Penetration,Kolkata,Kalinganagar (OD),2500.0,1200.0,23.0,
Rungta Steel,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Kolkata,"Barbil (OD), Giridih (JH)",2500.0,1200.0,23.0,
IREL (Indian Rare Earths),Chemicals & Petrochemicals,Rubber Latex,Latex,Penetration,Mumbai,"Chavara (KL), Manavalakurichi (TN)",600.0,1000.0,23.0,
Gallantt Metal,Steel & Metals,Steel Semi Finished,Secondary,Expansion,Kolkata,"Durgapur (WB), Gorakhpur (UP)",2500.0,1200.0,23.0,
Visa Steel,Steel & Metals,Steel Structural,Integrated,Penetration,Kolkata,Kalinganagar (OD),2500.0,1200.0,23.0,
Maithan Alloys,Steel & Metals,Steel Structural,Ferro Alloy,Penetration,Kolkata,"Kalyaneshwari (WB), Vishakhapatnam (AP)",2500.0,1200.0,23.0,
Thermax,Steel & Metals,Steel Flats Longs,Buyer,Penetration,Pune,Pune,0.0,0.0,23.0,
Durian,Building & Construction,Furniture Wood,Home,Expansion,Mumbai,"Rajkot (GJ), Raisen (MP), Haridwar",800.0,1000.0,23.0,
Gits Food Products,FMCG & Consumer,Food Grains Staples,RTC/Staples,Penetration,Mumbai,"Mumbai, Ahmedabad",600.0,800.0,23.0,
Pennar Industries,Steel & Metals,Steel Flats Longs,Fabricator,Penetration,Hyderabad,"Hyderabad (TS), Chennai (TN), Pune (MH)",3000.0,1500.0,23.0,
Madras Aluminium (MALCO),Mining & Minerals,Mining Minerals,Bauxite,Penetration,Chennai,"Tamil Nadu (Kolli Hills, Salem)",800.0,1000.0,22.0,
Senvion (Defunct/Parts),Energy & Fuel,Solar Renewable,Wind Parts,Penetration,,Pan-India,500.0,200.0,22.0,
Okinawa Autotech,Auto & Engineering,Auto Oem,EV 2W,Penetration,Gurugram,Bhiwadi (RJ),900.0,600.0,22.0,
Johnson (Prism),Building & Construction,Tiles Sanitaryware,Tiles,Expansion,Delhi,"Thane, Karaikal, Kunigal",1800.0,,22.0,
Stena Recycling,Steel & Metals,Metal Scrap,Recycler,Penetration,Mumbai,Pune (MH),800.0,300.0,22.0,
Cera Sanitaryware,Building & Construction,Tiles Sanitaryware,Sanitaryware,Expansion,Ahmedabad,"Kadi (GJ), Ahmedabad",1800.0,,22.0,
Ami Organics,Chemicals & Petrochemicals,Specialty Chemicals,Pharma AI,Penetration,Surat,"Sachin (GJ), Ankleshwar (GJ)",600.0,700.0,22.0,
Eicher Tractors (TMTL),Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Indore,Mandideep (MP),1200.0,1000.0,22.0,
Audi India,Auto & Engineering,Auto Oem,Premium PV,Penetration,Mumbai,Aurangabad (MH),4000.0,500.0,22.0,
Ampere (Greaves),Auto & Engineering,Two Wheelers Tractors,EV 2W,Penetration,Bangalore,"Coimbatore (TN), Ranipet (TN)",800.0,600.0,22.0,
Tenaris India,Steel & Metals,Steel Pipes Tubes,Premium,Penetration,Luxembourg,,2000.0,200.0,22.0,
Atul Auto,Auto & Engineering,Two Wheelers Tractors,3W,Penetration,Rajkot,Rajkot (GJ),1200.0,1100.0,22.0,
Birla Tyres,Auto & Engineering,Tyres,CV,Expansion,Kolkata,Laksar (UK),2000.0,,22.0,
Chemours India,Chemicals & Petrochemicals,Paints Coatings,TiO2,Penetration,Mumbai,,1200.0,80.0,22.0,
Tagros Chemicals,Chemicals & Petrochemicals,Agrochemicals,Technicals,Penetration,Chennai,Dahej (GJ),600.0,400.0,22.0,
BGIL (BOC),Chemicals & Petrochemicals,Industrial Gases,Atmospheric,Penetration,Kolkata,East/North India,500.0,450.0,22.0,
Bikanervala,FMCG & Consumer,Dairy Products,Sweets,Penetration,Delhi,"Delhi, Mumbai, Dubai",2000.0,1500.0,22.0,
Dalmia Recycling,Steel & Metals,Metal Scrap,Steel,Expansion,Mumbai,"Kalamboli (MH), Delhi",800.0,400.0,22.0,
Kwality Ltd,FMCG & Consumer,Dairy Products,Private,Penetration,Delhi,"Palwal (HR), Softa (HP)",2000.0,1000.0,22.0,
Tata Motors (Scrap),Steel & Metals,Metal Scrap,Auto,Penetration,Mumbai,"Pune, Jamshedpur",0.0,0.0,21.0,
Sicgil India,Chemicals & Petrochemicals,Industrial Gases,CO2/Dry Ice,Expansion,Mumbai,Pan-India,450.0,500.0,21.0,
SGD Pharma,Building & Construction,Glass Glazing,Pharma,Penetration,,Vapi (GJ),500.0,300.0,21.0,
SAIL CPP,Building & Construction,Ash Infrastructure,Generator,Penetration,Delhi,"Bhilai, Bokaro, Rourkela, Durgapur, Burnpur",,3000.0,21.0,
Capital Foods,FMCG & Consumer,Fmcg Foods Personal Care,Sauces,Penetration,Mumbai,"Gurgaon (HR), Mumbai, Bangalore",600.0,800.0,21.0,
National Oxygen,Chemicals & Petrochemicals,Industrial Gases,Medical/Industrial,Expansion,Delhi,"Delhi-NCR, UP, Rajasthan",500.0,600.0,21.0,
DIC India,Chemicals & Petrochemicals,Paints Coatings,Printing Inks,Penetration,Noida,"Noida (UP), Kolkata (WB)",600.0,400.0,21.0,
Jotun India,Chemicals & Petrochemicals,Paints Coatings,Marine/Industrial,Penetration,Mumbai,Mumbai,600.0,300.0,21.0,
Caratec Solar,Building & Construction,Glass Glazing,Solar,Penetration,,Gujarat (Planned),500.0,150.0,21.0,
Rajasthan State Mines,Mining & Minerals,Industrial Minerals,Multi,Expansion,Jaipur,"Jodhpur, Udaipur, Jaipur",800.0,3000.0,21.0,
Amrut Distilleries,FMCG & Consumer,Beverages,IMFL,Penetration,Bangalore,"Bangalore (KA), Kumbalgodu (KA)",500.0,400.0,21.0,
La Opala RG,Building & Construction,Glass Glazing,Tableware,Penetration,Kolkata,"Madhupur (JH), Sitarganj (UK)",400.0,800.0,21.0,
PSPCL,Building & Construction,Ash Infrastructure,Generator,Penetration,Patiala,"Ropar, Bathinda, Lehra Mohabbat",,5000.0,21.0,
India Cements (Buyer),Building & Construction,Gypsum Plaster,Buyer,Penetration,Chennai,South India,0.0,0.0,21.0,
Aries Agro,Chemicals & Petrochemicals,Fertilizers,Private,Penetration,Mumbai,"Daman, Silvassa",600.0,400.0,21.0,
Paper Boat (Hector Beverages),FMCG & Consumer,Beverages,Juices,Penetration,Bangalore,"Greater Noida (UP), Mysore (KA)",500.0,600.0,21.0,
Lloyds Line Pipes,Steel & Metals,Steel Pipes Tubes,LSAW,Penetration,Mumbai,Wardha (MH),1500.0,600.0,21.0,
BASF Seeds (Nunhems),Agriculture & Food,Seeds Planting Material,Vegetable,Penetration,Mumbai,Bangalore (KA),1500.0,500.0,21.0,
Gujarat Borosil,Building & Construction,Glass Glazing,Scientific,Expansion,Mumbai,"Bharuch (GJ), Hyderabad (TS)",500.0,600.0,21.0,
Sansui (AWS),FMCG & Consumer,Consumer Durables,TV,Penetration,Noida,Greater Noida (UP),600.0,300.0,21.0,
Moserbear Solar (Revival),Energy & Fuel,Solar Renewable,Modules,Penetration,Noida,Greater Noida (UP),500.0,300.0,21.0,
AP State Mineral Dev,Mining & Minerals,Industrial Minerals,Multi,Penetration,Hyderabad,"Cuddapah, Kurnool, Nellore",600.0,2000.0,21.0,
TSGENCO,Building & Construction,Ash Infrastructure,Generator,Penetration,Hyderabad,"Ramagundam, Kothagudem, Bhadradri",,5000.0,21.0,
Godrej & Boyce,Steel & Metals,Steel Flats Longs,Buyer,Penetration,Mumbai,Mumbai,0.0,0.0,21.0,
Tatva Chintan,Chemicals & Petrochemicals,Specialty Chemicals,Phase Transfer,Penetration,Vadodara,Dahej (GJ),550.0,300.0,21.0,
Poly Medicure,FMCG & Consumer,Pharma Healthcare,Medical Devices,Penetration,Faridabad,"Faridabad (HR), Jaipur (RJ), Haridwar",1400.0,6000.0,21.0,
Crystal Crop,Chemicals & Petrochemicals,Agrochemicals,Formulations,Penetration,Delhi,"Panipat (HR), Noida (UP)",600.0,500.0,21.0,
Asian Granito (Quartz),Building & Construction,Stone Aggregates,Processing,Penetration,Ahmedabad,"Morbi (GJ), Himmatnagar",800.0,500.0,21.0,
Maruti Genuine (MGP),Energy & Fuel,Lubricants,OEM,Penetration,Gurugram,Gurgaon,800.0,100.0,21.0,
Shree Maruti Courier,General,General Cargo,Courier,Penetration,Ahmedabad,Pan-India,600.0,4000.0,21.0,
Kandui Industries,Chemicals & Petrochemicals,Petrochemicals Polymers,Masterbatch,Penetration,Mumbai,"Silvassa, Daman",800.0,450.0,21.0,
Braithwaite & Co,Steel & Metals,Steel Railways,Wagons,Penetration,Kolkata,Kolkata (WB),600.0,800.0,21.0,
CESC Ltd,Building & Construction,Ash Infrastructure,Generation,Expansion,Kolkata,"Budge Budge (WB), Haldia, Titagarh",,3000.0,21.0,
Ankur Seeds,Chemicals & Petrochemicals,Agrochemicals,Seeds,Penetration,Nagpur,"Nagpur (MH), Hyderabad (TS)",500.0,700.0,21.0,
Gharda Glass,Building & Construction,Glass Glazing,Float/Solar,Penetration,Mumbai,Lote (MH),500.0,300.0,21.0,
Hindustan Zinc (Acid),Chemicals & Petrochemicals,Acids Solvents,Byproduct,Penetration,Udaipur,"Udaipur (RJ), Vizag",1500.0,500.0,21.0,
Isgec (Oil Mills),FMCG & Consumer,Edible Oils,Equipment/Oil,Penetration,Noida,"Yamunanagar (HR), Noida",500.0,400.0,21.0,
GrafTech India,Chemicals & Petrochemicals,Graphite Carbon,Electrodes,Penetration,,,2000.0,100.0,21.0,
Dr. Fixit (Pidilite),Energy & Fuel,Bitumen,Waterproofing,Penetration,Mumbai,"Mumbai, Delhi, Bangalore",500.0,400.0,20.0,
STP Ltd,Energy & Fuel,Bitumen,Emulsion,Expansion,Ahmedabad,"Ahmedabad (GJ), Vadodara, Mumbai",500.0,400.0,20.0,
MSP Steel,Steel & Metals,Steel Semi Finished,Secondary,Expansion,Kolkata,"Raigarh (CG), Jamuria (WB)",2000.0,1000.0,20.0,
Attero Recycling,Steel & Metals,Metal Scrap,E-Waste,Penetration,Noida,"Roorkee (UK), Greater Noida, Bangalore",600.0,500.0,20.0,
Wolkem India,Mining & Minerals,Industrial Minerals,Wollastonite,Expansion,Udaipur,"Udaipur (RJ), Dungarpur",500.0,800.0,20.0,
Aminco Resources,Energy & Fuel,Coal Fuel,Pet Coke,Penetration,,Import,3000.0,80.0,20.0,
JK Lakshmi (AAC),Building & Construction,Blocks Bricks,AAC,Expansion,Delhi,"Sirohi (RJ), Udaipur, Durg (CG)",400.0,600.0,20.0,
Sandvik India (Tubes),Steel & Metals,Steel Pipes Tubes,Specialty,Penetration,,Pune (MH),1500.0,500.0,20.0,
Orient Bell,Building & Construction,Tiles Sanitaryware,Tiles,Expansion,Delhi,"Sikandrabad (UP), Hoskote (KA), Dora (AP), Morbi",1500.0,,20.0,
Raj Petro Specialties,Energy & Fuel,Bitumen,Specialty,Penetration,Bangalore,"Silvassa, Peenya",500.0,350.0,20.0,
Atlas Copco (Compressors),Energy & Fuel,Bitumen,Equipment,Penetration,Pune,Pan-India service,500.0,400.0,20.0,
Continental Carbon,Chemicals & Petrochemicals,Graphite Carbon,Carbon Black,Penetration,,Vizag (AP),1200.0,400.0,20.0,
Petra Buildcare,Building & Construction,Blocks Bricks,AAC,Penetration,Bhopal,"Indore (MP), Nagpur, Raipur",400.0,500.0,20.0,
Mahindra Sanyo,Steel & Metals,Steel Flats Longs,Auto,Penetration,Mumbai,Khopoli (MH),2500.0,800.0,20.0,
Tokai Carbon India,Chemicals & Petrochemicals,Graphite Carbon,Electrodes,Expansion,,Pantnagar (UK),1200.0,400.0,20.0,
Kwality Feeds,Agriculture & Food,Animal Feed,Cattle,Expansion,Karnal,"Karnal (HR), Rohtak",800.0,600.0,20.0,
Raajratna Metal Industries,Steel & Metals,Steel Wire Products,Drawing,Penetration,Nagpur,"Nagpur (MH), Vizag (AP)",500.0,600.0,20.0,
Captain Pipes,Building & Construction,Pipes Fittings,PVC,Penetration,Mumbai,"Kolhapur (MH), Chennai",600.0,700.0,20.0,
Wavin India,Building & Construction,Pipes Fittings,PVC/PE,Penetration,,Bangalore (KA),600.0,400.0,20.0,
SDB Logistics,General,General Cargo,Multi,Penetration,Delhi,North India,400.0,600.0,20.0,
Namdhari Fresh,Agriculture & Food,Agri Produce Perishables,Vegetables,Expansion,Bangalore,"Bangalore (KA), Hosur (TN)",300.0,500.0,20.0,
Sunflag Iron,Steel & Metals,Steel Flats Longs,Alloy,Penetration,Nagpur,Bhandara (MH),2500.0,1200.0,20.0,
Bridon Bekaert,Steel & Metals,Steel Wire Products,Rope,Penetration,Belgium,Ranchi (JH),500.0,300.0,20.0,
Nilachal Ispat,Steel & Metals,Steel Structural,Integrated,Penetration,Bhubaneswar,Duburi (OD),2000.0,1000.0,20.0,
Agarwal Foundries,Steel & Metals,Steel Structural,TMT,Penetration,Raipur,"Bhilai (CG), Raipur (CG)",2000.0,800.0,20.0,
Visa Steel,Steel & Metals,Ferro Alloys,Multi,Penetration,Delhi,Kalinganagar (OD),600.0,800.0,20.0,
Tirumalla Oils,FMCG & Consumer,Edible Oils,Rice Bran,Penetration,Eluru,"Eluru (AP), Kakinada",500.0,500.0,20.0,
Neogen Chemicals,Chemicals & Petrochemicals,Acids Solvents,Specialty,Penetration,Mumbai,"Vadodara (GJ), Dahej",800.0,500.0,20.0,
Polyfibre Industries,Chemicals & Petrochemicals,Synthetic Fibres,Polyester,Penetration,Surat,Bharuch (GJ),600.0,600.0,20.0,
Thai Acrylic (India),Chemicals & Petrochemicals,Synthetic Fibres,Acrylic,Penetration,Thailand,Kota (RJ),600.0,400.0,20.0,
Duncans Industries,Agriculture & Food,Tea Plantation,Tea,Penetration,Kolkata,"Assam, Dooars",500.0,10000.0,20.0,
Adhunik Metaliks,Steel & Metals,Steel Structural,Secondary,Penetration,Kolkata,Rourkela (OD),2000.0,1000.0,20.0,
Kancor Ingredients,Agriculture & Food,Tea Plantation,Spices,Penetration,Cochin,Angamaly (KL),500.0,400.0,20.0,
Continental Coffee,Agriculture & Food,Tea Plantation,Coffee,Penetration,Chennai,"Bangalore, Chennai",500.0,600.0,20.0,
Dalmia Steel,Steel & Metals,Steel Semi Finished,Integrated,Penetration,Kolkata,Rajgangpur (OD),2000.0,900.0,20.0,
Monnet Ispat,Steel & Metals,Steel Semi Finished,Integrated,Penetration,Delhi,"Raipur (CG), Raigarh (CG)",2000.0,1000.0,20.0,
SQM India,Chemicals & Petrochemicals,Fertilizers,MNC,Penetration,Mumbai,,1500.0,200.0,20.0,
Wipro Furniture,Building & Construction,Furniture Wood,Office,Expansion,Bangalore,"Bangalore, Hyderabad",600.0,800.0,20.0,
OK Play India,Chemicals & Petrochemicals,Rubber Latex,Rotomoulded,Penetration,Delhi,"Bhiwadi (RJ), Haridwar, Chennai",500.0,800.0,20.0,
Sudhakar Pipes,Building & Construction,Pipes Fittings,PVC,Expansion,Hyderabad,"Hyderabad (TS), Vijayawada, Coimbatore",600.0,800.0,20.0,
Suprajit Engineering,Chemicals & Petrochemicals,Rubber Latex,Cables,Penetration,Bangalore,"Bangalore (KA), Hosur",500.0,1200.0,20.0,
Mangalam Timber,Building & Construction,Furniture Wood,MDF,Penetration,Kolkata,Nagaland,600.0,500.0,20.0,
Kitply Industries,Building & Construction,Furniture Wood,Plywood,Penetration,Kolkata,"Yamuna Nagar (HR), Kolkata",600.0,800.0,20.0,
Klüber Lubrication,Energy & Fuel,Lubricants,Specialty,Penetration,,Bangalore,500.0,200.0,20.0,
Steelcase India,Building & Construction,Furniture Wood,Office,Penetration,,Pune (MH),600.0,400.0,20.0,
Nava Bharat (Sponge),Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Hyderabad,Paloncha (TS),600.0,500.0,20.0,
Sunflag Iron & Steel,Steel & Metals,Steel Coils,Alloy,Penetration,Nagpur,Bhandara (MH),2500.0,1200.0,20.0,
Monnet Ispat,Steel & Metals,Steel Coils,Integrated,Penetration,Delhi,"Raipur (CG), Raigarh (CG)",3000.0,1500.0,20.0,
Uttam Galva (Sponge),Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Mumbai,Wardha (MH),600.0,500.0,20.0,
Rama Steel Tubes,Steel & Metals,Steel Pipes Tubes,ERW,Penetration,Delhi,"Sahibabad (UP), Khopoli (MH)",1500.0,600.0,20.0,
Birla Cable,Auto & Engineering,Wires Cables,Telecom,Penetration,Kolkata,Kolkata (WB),500.0,400.0,20.0,
Usha Martin (Sponge),Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Kolkata,Jamshedpur (JH),600.0,500.0,20.0,
Belden India,Auto & Engineering,Wires Cables,Data,Penetration,,Pune,500.0,300.0,20.0,
Visa Steel,Steel & Metals,Steel Flats Longs,Integrated,Penetration,Kolkata,Kalinganagar (OD),2500.0,1200.0,20.0,
Pranav Agro,Agriculture & Food,Animal Feed,Poultry,Penetration,Pune,"Pune (MH), Sholapur",800.0,1200.0,20.0,
Mahindra Sanyo Special,Steel & Metals,Steel Coils,Auto Grade,Penetration,Mumbai,Khopoli (MH),2500.0,800.0,20.0,
Monnet Ispat,Steel & Metals,Steel Flats Longs,Integrated,Penetration,Delhi,"Raipur (CG), Raigarh (CG)",2500.0,1200.0,20.0,
Minerals Technologies,Mining & Minerals,Industrial Minerals,Specialty,Penetration,,"Vizag (AP), Palanpur (GJ)",500.0,400.0,20.0,
Girnar Tea,Agriculture & Food,Tea Plantation,Tea,Expansion,Ahmedabad,"Ahmedabad, Gujarat",500.0,600.0,20.0,
Mesco Steel,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Kolkata,Kalinganagar (OD),600.0,500.0,20.0,
Annapurna (HUL),FMCG & Consumer,Food Grains Staples,Flour/Salt,Penetration,Mumbai,"Mumbai, Haridwar",500.0,300.0,20.0,
Quaker Houghton,Energy & Fuel,Lubricants,Metalworking,Penetration,,Hosur (TN),500.0,300.0,20.0,
Growel Feeds,Agriculture & Food,Animal Feed,Aqua,Penetration,Vijayawada,"Vijayawada (AP), Chennai",800.0,500.0,20.0,
Indo Alusys,Steel & Metals,Non Ferrous Metals,Al Extrusions,Expansion,Delhi,"Bhiwadi (RJ), Hyderabad (TS)",900.0,600.0,20.0,
Tea Board,Agriculture & Food,Tea Plantation,Government,Penetration,Kolkata,Pan-India,0.0,800.0,19.0,
Innovative Foods,FMCG & Consumer,Food Processing,Frozen,Penetration,Bangalore,"Bangalore (KA), Noida (UP)",800.0,500.0,19.0,
National Seeds Corp,Agriculture & Food,Seeds Planting Material,PSU,Penetration,Delhi,Pan-India,1500.0,1000.0,19.0,
Atul Auto,Auto & Engineering,Auto Oem,3W,Penetration,Rajkot,Rajkot (GJ),1200.0,1000.0,19.0,
DSM Nutritional,Agriculture & Food,Animal Feed,Additives,Penetration,Mumbai,Thane (MH),800.0,300.0,19.0,
Alltech India,Agriculture & Food,Animal Feed,Specialty,Penetration,,"Bangalore, Hyderabad",800.0,400.0,19.0,
Pepperfry,Building & Construction,Furniture Wood,D2C,Penetration,Mumbai,"Mumbai, Bangalore",600.0,500.0,19.0,
Armstrong World (India),Building & Construction,Gypsum Plaster,Ceiling,Penetration,,Silvassa,800.0,350.0,19.0,
Stanley Lifestyles,Building & Construction,Furniture Wood,Premium,Penetration,Bangalore,"Bangalore, Chennai",600.0,500.0,19.0,
Nestle (Purina),Agriculture & Food,Animal Feed,Pet,Penetration,Gurgaon,Moga (PB),800.0,300.0,19.0,
Stone India,Building & Construction,Stone Aggregates,Granite,Expansion,Hyderabad,"Hyderabad (TS), Bangalore",600.0,700.0,19.0,
H.B. Fuller India,Chemicals & Petrochemicals,Adhesives Sealants,Industrial,Expansion,Pune,"Pune (MH), Chennai",1000.0,500.0,19.0,
Hindustan Syringes,FMCG & Consumer,Pharma Healthcare,Medical Devices,Penetration,Faridabad,"Faridabad (HR), Ballabgarh",900.0,2500.0,18.0,
Nuvoco (Buyer),Building & Construction,Gypsum Plaster,Buyer,Penetration,Mumbai,North/East,0.0,0.0,18.0,
Websol Energy,Energy & Fuel,Solar Renewable,Cells,Penetration,Kolkata,Falta (WB),400.0,300.0,18.0,
ONGC (Scrap),Steel & Metals,Metal Scrap,Industrial,Penetration,Delhi,Pan-India,0.0,0.0,18.0,
Prabhat Dairy,FMCG & Consumer,Dairy Products,West,Expansion,Mumbai,"Shrirampur (MH), Vilholi (MH)",1200.0,800.0,18.0,
Shapoorji Pallonji,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,Mumbai,Pan-India,0.0,0.0,18.0,
Limagrain (Vilmorin),Agriculture & Food,Seeds Planting Material,Multi,Penetration,,Hyderabad,1200.0,400.0,18.0,
Scania India,Auto & Engineering,Auto Oem,CV,Penetration,Bangalore,Bangalore (KA),1500.0,400.0,18.0,
Gopaljee (Ananda),FMCG & Consumer,Dairy Products,Private,Penetration,Agra,"Noida, Agra, Lucknow",1500.0,800.0,18.0,
McDonald's (Hardcastle),FMCG & Consumer,Dairy Products,QSR,Penetration,Mumbai,Pan-India,0.0,0.0,18.0,
Krishnapatnam Port,Building & Construction,Stone Aggregates,Export,Penetration,AP,Nellore (AP),0.0,0.0,18.0,
Ultratech AAC,Building & Construction,Ash Infrastructure,User - AAC,Penetration,Mumbai,Near power plants,,800.0,18.0,
Valiant Organics,Chemicals & Petrochemicals,Acids Solvents,Chloro,Penetration,Mumbai,"Vapi (GJ), Jhagadia",800.0,400.0,18.0,
Supreme Industries,Chemicals & Petrochemicals,Adhesives Sealants,Buyer,Penetration,Mumbai,Pan-India,10000.0,5000.0,18.0,
Stone India,Steel & Metals,Steel Railways,Components,Penetration,Kolkata,"Kolkata (WB), Baroda (GJ)",500.0,600.0,18.0,
Rajasthan State Mines,Building & Construction,Gypsum Plaster,Mining,Penetration,Jaipur,"Bikaner, Jodhpur belt",500.0,2000.0,18.0,
Voltas (Projects),Steel & Metals,Steel Flats Longs,Buyer,Penetration,Mumbai,Pan-India,0.0,0.0,18.0,
Gowardhan (Parag),FMCG & Consumer,Dairy Products,Ghee,Penetration,Pune,"Manchar (MH), Govindgarh (MP)",1500.0,700.0,18.0,
Ankur Seeds,Agriculture & Food,Seeds Planting Material,Cotton,Penetration,Nagpur,"Nagpur (MH), Jalna",1500.0,600.0,18.0,
Vesuvius India,Building & Construction,Refractories,Steel,Expansion,,"Kolkata, Jamshedpur",1500.0,,18.0,
Lodha (Stone),Building & Construction,Stone Aggregates,Real Estate,Penetration,Mumbai,Mumbai,0.0,0.0,18.0,
Carborundum Universal,Building & Construction,Refractories,Abrasives/Ref,Expansion,Chennai,"Thiruvottiyur (TN), Hosur",1500.0,,18.0,
Bhandari Marble,Building & Construction,Stone Aggregates,Marble,Penetration,Kishangarh,"Kishangarh (RJ), Mumbai",600.0,500.0,18.0,
Parryware (Roca),Building & Construction,Tiles Sanitaryware,Sanitaryware,Expansion,Chennai,"Dewas (MP), Ranipet (TN)",1200.0,,18.0,
SML (Sumitomo),Chemicals & Petrochemicals,Agrochemicals,Formulations,Penetration,Mumbai,Mumbai,500.0,400.0,18.0,
Tata Consumer (NourishCo),FMCG & Consumer,Beverages,Beverages,Penetration,Mumbai,"Bangalore (KA), Chennai (TN)",400.0,500.0,17.0,
Khoday India,FMCG & Consumer,Beverages,IMFL,Penetration,Bangalore,"Bangalore (KA), Shimoga (KA)",400.0,700.0,17.0,
