Company,Category,Segment,Sub_Segment,Account_Type,HQ,Key_Locations,Sales_Rs_Cr,Employees,Total_Logistics_Spend_Rs_Cr,Priority,tier0_score,tier0_tier
Okinawa Autotech,Auto & Engineering,Two Wheelers Tractors,EV 2W,Penetration,Gurugram,Bhiwadi (RJ),900.0,650.0,26.0,,50,high_priority
Attero Recycling,Steel & Metals,Metal Scrap,E-Waste,Penetration,Noida,"Roorkee (UK), Greater Noida, Bangalore",600.0,500.0,20.0,,50,high_priority
Paper Boat (Hector Beverages),FMCG & Consumer,Beverages,Juices,Penetration,Bangalore,"Greater Noida (UP), Mysore (KA)",500.0,600.0,21.0,,50,high_priority
Morgan Advanced India,Chemicals & Petrochemicals,Graphite Carbon,Specialty,Expansion,,Bangalore,600.0,200.0,10.0,,50,high_priority
Sula Vineyards,FMCG & Consumer,Beverages,Wine,Penetration,Mumbai,"Nashik (MH), Dindori (MH)",700.0,600.0,26.0,,50,high_priority
Trelleborg India,Chemicals & Petrochemicals,Rubber Latex,Sealing,Penetration,,"Bangalore (KA), Pune",800.0,700.0,30.0,,50,high_priority
Preet Tractors,Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Nabha,Nabha (PB),350.0,600.0,9.0,,50,high_priority
Jotun India,Chemicals & Petrochemicals,Paints Coatings,Marine/Industrial,Penetration,Mumbai,Mumbai,600.0,300.0,21.0,,50,high_priority
Scania India,Auto & Engineering,Auto Oem,CV,Penetration,Bangalore,Bangalore (KA),1500.0,400.0,18.0,,50,high_priority
Muthoot Oxygen,Chemicals & Petrochemicals,Industrial Gases,Medical,Penetration,Kochi,"South India (Kerala, TN, AP)",300.0,350.0,14.0,,50,high_priority
Synthomer India,Chemicals & Petrochemicals,Paints Coatings,Emulsions,Penetration,Vadodara,"Vadodara (GJ), Taloja (MH)",800.0,300.0,26.0,,50,high_priority
DIC India,Chemicals & Petrochemicals,Paints Coatings,Printing Inks,Penetration,Noida,"Noida (UP), Kolkata (WB)",600.0,400.0,21.0,,50,high_priority
Precision Wires,Auto & Engineering,Wires Cables,Enameled,Penetration,Mumbai,"Nashik (MH), Silvassa",800.0,700.0,25.0,,50,high_priority
Bharat Forge (Rail),Steel & Metals,Steel Railways,Forgings,Penetration,Pune,Pune (MH),1000.0,800.0,31.0,,50,high_priority
Asian Gases,Chemicals & Petrochemicals,Industrial Gases,Specialty,Expansion,Mumbai,"Maharashtra (Navi Mumbai, Pune)",350.0,300.0,15.0,,50,high_priority
JSW Gases,Chemicals & Petrochemicals,Industrial Gases,Captive,Penetration,Mumbai,"Bellary, Dolvi, Vijayanagar",200.0,120.0,7.0,,50,high_priority
Gupta Power,Auto & Engineering,Wires Cables,Power,Penetration,Delhi,"Bhubaneswar (OD), Haridwar",1200.0,1000.0,33.0,,50,high_priority
Reliance Power,Building & Construction,Ash Infrastructure,Generation,Expansion,Mumbai,"Sasan (MP), Rosa (UP), Butibori (MH)",,2000.0,33.0,,50,high_priority
Suryoday Steel,Steel & Metals,Steel Coils,HR/CR,Penetration,Raipur,Bhilai (CG),1200.0,600.0,10.0,,50,high_priority
Tata Power,Building & Construction,Ash Infrastructure,Generation,Expansion,Mumbai,"Mundra (GJ), Trombay (MH), Maithon (JH), Jojobera",,4000.0,33.0,,50,high_priority
Vindhya Telelinks,Auto & Engineering,Wires Cables,Telecom,Penetration,Rewa,"Rewa (MP), Dewas",1200.0,1000.0,33.0,,50,high_priority
Kwality Ltd,FMCG & Consumer,Dairy Products,Private,Penetration,Delhi,"Palwal (HR), Softa (HP)",2000.0,1000.0,22.0,,50,high_priority
Myntra (Flipkart),E-commerce & Retail,Ecommerce Retail,Fashion,Penetration,Bangalore,"Bangalore, Delhi, Mumbai",15000.0,6000.0,15.0,,50,high_priority
Ami Organics,Chemicals & Petrochemicals,Specialty Chemicals,Pharma AI,Penetration,Surat,"Sachin (GJ), Ankleshwar (GJ)",600.0,700.0,22.0,,50,high_priority
AYM Syntex,Chemicals & Petrochemicals,Synthetic Fibres,Nylon,Penetration,Mumbai,"Silvassa, Roorkee (UK)",800.0,800.0,26.0,,50,high_priority
Eicher Tractors (TMTL),Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Indore,Mandideep (MP),1200.0,1000.0,22.0,,50,high_priority
JSW Energy,Building & Construction,Ash Infrastructure,Generation,Expansion,Mumbai,"Ratnagiri (MH), Vijayanagar (KA), Salboni (WB), Barmer",,2500.0,26.0,,50,high_priority
Nova Steel,Steel & Metals,Steel Structural,TMT,Penetration,Bhubaneswar,Sambalpur (OD),1500.0,600.0,14.0,,50,high_priority
Dalmia Recycling,Steel & Metals,Metal Scrap,Steel,Expansion,Mumbai,"Kalamboli (MH), Delhi",800.0,400.0,22.0,,50,high_priority
Monnet Ispat,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Delhi,"Raigarh (CG), Raipur",1000.0,800.0,26.0,,50,high_priority
Audi India,Auto & Engineering,Auto Oem,Premium PV,Penetration,Mumbai,Aurangabad (MH),4000.0,500.0,22.0,,50,high_priority
Ampere (Greaves),Auto & Engineering,Two Wheelers Tractors,EV 2W,Penetration,Bangalore,"Coimbatore (TN), Ranipet (TN)",800.0,600.0,22.0,,50,high_priority
SMIORE (Sandur),Steel & Metals,Ferro Alloys,Ferro Mn,Penetration,Bangalore,"Sandur (KA), Vyasanakere",500.0,600.0,17.0,,50,high_priority
Sibelco India,Mining & Minerals,Industrial Minerals,Silica,Penetration,Belgium,"Visakhapatnam (AP), Rajasthan, TN",600.0,500.0,25.0,,50,high_priority
Laxmi Organic,Chemicals & Petrochemicals,Acids Solvents,Solvents,Penetration,Mumbai,"Mahad (MH), Dahej (GJ)",2500.0,1000.0,33.0,,50,high_priority
Hitachi Rail India,Steel & Metals,Steel Railways,Signaling,Penetration,Mumbai,"Kolkata, Bangalore",1200.0,1000.0,32.0,,50,high_priority
Stone India,Steel & Metals,Steel Railways,Components,Penetration,Kolkata,"Kolkata (WB), Baroda (GJ)",500.0,600.0,18.0,,50,high_priority
Clean Science,Chemicals & Petrochemicals,Specialty Chemicals,Green Chemistry,Expansion,Pune,Kurkumbh (MH),900.0,450.0,31.0,,50,high_priority
Nagarjuna Agrichem,Chemicals & Petrochemicals,Agrochemicals,Technicals,Penetration,Hyderabad,"Srikakulam (AP), Hyderabad (TS)",900.0,800.0,31.0,,50,high_priority
Gowardhan (Parag),FMCG & Consumer,Dairy Products,Ghee,Penetration,Pune,"Manchar (MH), Govindgarh (MP)",1500.0,700.0,18.0,,50,high_priority
CESC Ltd,Building & Construction,Ash Infrastructure,Generation,Expansion,Kolkata,"Budge Budge (WB), Haldia, Titagarh",,3000.0,21.0,,50,high_priority
Axalta Coating,Chemicals & Petrochemicals,Paints Coatings,Automotive,Penetration,Vadodara,Savli (GJ),900.0,400.0,31.0,,50,high_priority
Sunflag Iron,Steel & Metals,Steel Semi Finished,Alloy,Penetration,Nagpur,Bhandara (MH),1200.0,600.0,11.0,,50,high_priority
Kandui Industries,Chemicals & Petrochemicals,Petrochemicals Polymers,Masterbatch,Penetration,Mumbai,"Silvassa, Daman",800.0,450.0,21.0,,50,high_priority
Neogen Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Lithium/Bromine,Penetration,Navi Mumbai,"Mahape (MH), Dahej (GJ)",700.0,600.0,26.0,,50,high_priority
Biostadt India,Chemicals & Petrochemicals,Agrochemicals,Bio-inputs,Penetration,Mumbai,"Aurangabad (MH), Badlapur (MH)",800.0,600.0,31.0,,50,high_priority
Alom Industries,Steel & Metals,Non Ferrous Metals,Al Extrusions,Penetration,Bhiwadi,Bhiwadi (RJ),280.0,200.0,7.0,,50,high_priority
Braithwaite & Co,Steel & Metals,Steel Railways,Wagons,Penetration,Kolkata,Kolkata (WB),600.0,800.0,21.0,,50,high_priority
Sicgil India,Chemicals & Petrochemicals,Industrial Gases,CO2/Dry Ice,Expansion,Mumbai,Pan-India,450.0,500.0,21.0,,50,high_priority
Choksey Chemicals,Chemicals & Petrochemicals,Adhesives Sealants,Sealants,Expansion,Mumbai,"Mumbai (MH), Vapi (GJ)",400.0,250.0,9.0,,50,high_priority
Buildtech,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Expansion,Mumbai,Mumbai,250.0,150.0,7.0,,50,high_priority
Khoday India,FMCG & Consumer,Beverages,IMFL,Penetration,Bangalore,"Bangalore (KA), Shimoga (KA)",400.0,700.0,17.0,,50,high_priority
Jagatjit Industries,FMCG & Consumer,Beverages,IMFL,Penetration,Jalandhar,"Hamira (PB), Kapurthala (PB)",600.0,1000.0,24.0,,50,high_priority
SKF India (Seals),Chemicals & Petrochemicals,Rubber Latex,Sealing,Penetration,Bangalore,"Bangalore (KA), Pune",600.0,800.0,23.0,,50,high_priority
Oriental Aromatics,Chemicals & Petrochemicals,Specialty Chemicals,Aroma Chemicals,Penetration,Mumbai,"Vadodara (GJ), Bareilly (UP)",800.0,600.0,28.0,,50,high_priority
Kohinoor Foods,FMCG & Consumer,Food Processing,Rice,Penetration,Gurugram,"Murthal (HR), Patran (PB)",1500.0,800.0,29.0,,50,high_priority
Mahindra Sanyo Special,Steel & Metals,Steel Coils,Auto Grade,Penetration,Mumbai,Khopoli (MH),2500.0,800.0,20.0,,50,high_priority
Rama Steel Tubes,Steel & Metals,Steel Pipes Tubes,ERW,Penetration,Delhi,"Sahibabad (UP), Khopoli (MH)",1500.0,600.0,20.0,,50,high_priority
Srikalahasthi Pipes,Steel & Metals,Steel Pipes Tubes,DI Pipes,Penetration,Chennai,Srikalahasti (AP),2000.0,800.0,29.0,,50,high_priority
IFB Agro,FMCG & Consumer,Beverages,IMFL,Penetration,Kolkata,"Nadia (WB), Kolkata",800.0,600.0,28.0,,50,high_priority
CICO Technologies,Chemicals & Petrochemicals,Paints Coatings,Construction,Penetration,Noida,"Noida (UP), Kolkata (WB)",400.0,350.0,14.0,,50,high_priority
SEL Manufacturing,Steel & Metals,Steel Flats Longs,Re-roller,Penetration,Delhi,"Sikandrabad (UP), Kundli (HR)",2000.0,1000.0,17.0,,50,high_priority
Pennar Aluminium,Steel & Metals,Non Ferrous Metals,Al Extrusions,Penetration,Hyderabad,Hyderabad (TS),400.0,300.0,9.3,,50,high_priority
Precision Wires India,Steel & Metals,Steel Wire Products,Fine Wire,Penetration,Mumbai,"Nashik (MH), Silvassa",800.0,700.0,30.0,,50,high_priority
Piccadily Agro (Indri),FMCG & Consumer,Beverages,IMFL,Penetration,Karnal,"Karnal (HR), Barwala (HR)",700.0,800.0,24.0,,50,high_priority
Esdee Paints,Chemicals & Petrochemicals,Paints Coatings,Industrial,Penetration,Kolkata,"Kolkata (WB), Mumbai",250.0,300.0,10.0,,50,high_priority
Bejo Sheetal,Chemicals & Petrochemicals,Agrochemicals,Seeds,Penetration,Jalna,"Jalna (MH), Bengaluru (KA)",400.0,600.0,17.0,,50,high_priority
Sun Chemical,Chemicals & Petrochemicals,Paints Coatings,Printing Inks,Penetration,Mumbai,Navi Mumbai,400.0,250.0,14.0,,50,high_priority
Agarwal Foundries,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Raipur,"Bhilai (CG), Raipur (CG)",1200.0,600.0,11.0,,50,high_priority
Nuziveedu Seeds,Agriculture & Food,Seeds Planting Material,Hybrid,Expansion,Hyderabad,"Hyderabad (TS), Dhavaleswaram (AP), Bangalore",2500.0,1100.0,30.0,,50,high_priority
Nilachal Ispat,Steel & Metals,Steel Semi Finished,Integrated,Penetration,Bhubaneswar,Duburi (OD),1500.0,700.0,14.0,,50,high_priority
Leoni Cables,Auto & Engineering,Wires Cables,Auto,Penetration,,"Chennai, Pune",1000.0,800.0,30.0,,50,high_priority
Vesuvius India,Mining & Minerals,Industrial Minerals,Refractories,Penetration,,"Jamshedpur (JH), Kolkata",800.0,800.0,30.0,,50,high_priority
Thirumalai Chemicals,Chemicals & Petrochemicals,Acids Solvents,Acids,Penetration,Chennai,"Ranipet (TN), Dahej (GJ)",1200.0,700.0,23.0,,50,high_priority
Aditya Birla Chemicals,Mining & Minerals,Industrial Minerals,Industrial,Penetration,Mumbai,"Renukoot (UP), Nagda (MP)",800.0,1000.0,30.0,,50,high_priority
T Stanes,Chemicals & Petrochemicals,Fertilizers,Private,Penetration,Coimbatore,Coimbatore (TN),350.0,600.0,14.0,,50,high_priority
Ramdev Food Products,FMCG & Consumer,Edible Oils,Regional,Penetration,Ahmedabad,"Ahmedabad (GJ), Unjha",600.0,800.0,23.0,,50,high_priority
Dalmia Steel,Steel & Metals,Steel Structural,Integrated,Penetration,Kolkata,Rajgangpur (OD),2500.0,1000.0,23.0,,50,high_priority
Kalyani Steels,Steel & Metals,Steel Semi Finished,Specialty,Penetration,Pune,Hospet (KA),2000.0,800.0,17.0,,50,high_priority
Sherwin-Williams,Chemicals & Petrochemicals,Paints Coatings,Industrial,Penetration,Pune,Pune (MH),500.0,250.0,17.0,,50,high_priority
Vardhman Special Steels,Steel & Metals,Steel Coils,Auto Grade,Penetration,Ludhiana,Ludhiana (PB),2000.0,1000.0,17.0,,50,high_priority
Flint Group,Chemicals & Petrochemicals,Paints Coatings,Printing Inks,Penetration,Noida,Greater Noida (UP),500.0,300.0,17.0,,50,high_priority
Annapurna (HUL),FMCG & Consumer,Food Grains Staples,Flour/Salt,Penetration,Mumbai,"Mumbai, Haridwar",500.0,300.0,20.0,,50,high_priority
Kalyani Rubber,Chemicals & Petrochemicals,Rubber Latex,Auto,Penetration,Pune,"Pune (MH), Hosur (TN)",400.0,600.0,17.0,,50,high_priority
Bhuwalka Steel,Steel & Metals,Steel Structural,Sections,Penetration,Raipur,"Bhilai (CG), Raipur (CG)",1800.0,800.0,17.0,,50,high_priority
Rama Phosphates,Chemicals & Petrochemicals,Fertilizers,Private,Penetration,Delhi,Indore (MP),1200.0,800.0,24.0,,50,high_priority
SEL Manufacturing,Steel & Metals,Steel Coils,HR/CR,Penetration,Delhi,"Sikandrabad (UP), Kundli (HR)",2000.0,1000.0,17.0,,50,high_priority
Hindustan Silica,Mining & Minerals,Industrial Minerals,Silica,Expansion,Allahabad,"Allahabad (UP), Bhilwara (RJ)",300.0,400.0,13.0,,50,high_priority
Besco Ltd,Steel & Metals,Steel Railways,Castings,Penetration,Kolkata,Howrah (WB),400.0,600.0,17.0,,50,high_priority
Ferro Alloys Corporation,Steel & Metals,Ferro Alloys,Ferro Chrome,Penetration,Secunderabad,"Garividi (AP), Shreeramnagar (OD)",500.0,700.0,17.0,,50,high_priority
Dow Silicones India,Chemicals & Petrochemicals,Adhesives Sealants,Silicone,Penetration,Mumbai,Bangalore,1500.0,600.0,29.0,,50,high_priority
Kolor Kote (JSK),Chemicals & Petrochemicals,Paints Coatings,Powder Coatings,Penetration,Delhi,"Bhiwadi (RJ), Hosur (TN)",250.0,400.0,10.0,,50,high_priority
Gujarat Industries Power,Mining & Minerals,Industrial Minerals,Lignite,Penetration,Baroda,"Kutch, Bhavnagar",600.0,1000.0,17.0,,50,high_priority
Electrotherm Steel,Steel & Metals,Steel Flats Longs,Re-roller,Penetration,Ahmedabad,Kutch (GJ),1500.0,600.0,13.0,,50,high_priority
Mukand Ltd,Steel & Metals,Steel Semi Finished,Specialty,Penetration,Mumbai,"Thane (MH), Hospet (KA)",1500.0,700.0,13.0,,50,high_priority
Hempel India,Chemicals & Petrochemicals,Paints Coatings,Industrial,Penetration,Pune,Pune (MH),400.0,200.0,14.0,,50,high_priority
Associated Soapstone,Mining & Minerals,Industrial Minerals,Talc,Penetration,Udaipur,"Udaipur (RJ), Bhilwara",400.0,600.0,17.0,,50,high_priority
Rohit Ferro-Tech,Steel & Metals,Ferro Alloys,Ferro Chrome,Penetration,Kolkata,"Jajpur (OD), Bishnupur (OD)",700.0,900.0,23.0,,50,high_priority
Anupam Rasayan,Chemicals & Petrochemicals,Acids Solvents,Specialty,Penetration,Surat,"Sachin (GJ), Jhagadia",1500.0,800.0,24.0,,50,high_priority
HPL Electric,Auto & Engineering,Wires Cables,Building,Penetration,Noida,"Bhiwadi (RJ), Gurgaon",1000.0,800.0,30.0,,50,high_priority
Monnet Ispat,Steel & Metals,Steel Semi Finished,Integrated,Penetration,Delhi,"Raipur (CG), Raigarh (CG)",2000.0,1000.0,20.0,,50,high_priority
Mahindra Sanyo,Steel & Metals,Steel Flats Longs,Auto,Penetration,Mumbai,Khopoli (MH),2500.0,800.0,20.0,,50,high_priority
Nilachal Ispat,Steel & Metals,Steel Structural,Integrated,Penetration,Bhubaneswar,Duburi (OD),2000.0,1000.0,20.0,,50,high_priority
Apollo Pipes,Building & Construction,Pipes Fittings,PVC/CPVC,Expansion,Delhi,"Dadri (UP), Ahmedabad (GJ), Tumkur (KA)",1200.0,1500.0,30.0,,50,high_priority
Electrosteel (Sponge),Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Kolkata,Siyaljori (JH),800.0,700.0,23.0,,50,high_priority
Kirloskar Ferrous,Steel & Metals,Sponge Pig Iron,Pig Iron,Penetration,Pune,Koppal (KA),800.0,700.0,23.0,,50,high_priority
Jayaswal Neco,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Nagpur,Siltara (CG),1200.0,1000.0,30.0,,50,high_priority
Visa Steel,Steel & Metals,Ferro Alloys,Multi,Penetration,Delhi,Kalinganagar (OD),600.0,800.0,20.0,,50,high_priority
H.B. Fuller India,Chemicals & Petrochemicals,Adhesives Sealants,Industrial,Expansion,Pune,"Pune (MH), Chennai",1000.0,500.0,19.0,,50,high_priority
Agarwal Foundries,Steel & Metals,Steel Structural,TMT,Penetration,Raipur,"Bhilai (CG), Raipur (CG)",2000.0,800.0,20.0,,50,high_priority
Rungta Mines (Sponge),Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Kolkata,"Barbil (OD), Raigarh (CG)",1200.0,1000.0,30.0,,50,high_priority
Sunflag Iron & Steel,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Nagpur,Bhandara (MH),800.0,600.0,23.0,,50,high_priority
Cremica,FMCG & Consumer,Food Processing,Sauces,Penetration,Mohali,"Phillaur (PB), Lalru (PB)",1200.0,800.0,23.0,,50,high_priority
JSW Ispat Special,Steel & Metals,Steel Semi Finished,Specialty,Penetration,Mumbai,"Dolvi (MH), Tarapur (MH)",3000.0,1000.0,25.0,,50,high_priority
Topworth Steel,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Nagpur,"Nagpur (MH), Chandrapur (MH)",1800.0,800.0,16.0,,50,high_priority
Kaveri Latex,Chemicals & Petrochemicals,Rubber Latex,Latex,Penetration,Kottayam,"Kottayam (KL), Palakkad",400.0,600.0,17.0,,50,high_priority
JSW (Ferro),Steel & Metals,Ferro Alloys,Captive,Expansion,Mumbai,Vijayanagar (KA),1000.0,500.0,30.0,,50,high_priority
Sigma Minerals,Steel & Metals,Non Ferrous Metals,Al Extrusions,Penetration,Bhiwadi,Bhiwadi (RJ),350.0,250.0,8.5,,50,high_priority
MAN Trucks India,Auto & Engineering,Auto Oem,CV,Penetration,Indore,Pithampur (MP),800.0,350.0,11.0,,50,high_priority
Shree Anna,FMCG & Consumer,Food Grains Staples,Millets,Penetration,Hyderabad,"Karnataka, Telangana",200.0,200.0,10.0,,50,high_priority
Raajratna Metal Industries,Steel & Metals,Steel Wire Products,Drawing,Penetration,Nagpur,"Nagpur (MH), Vizag (AP)",500.0,600.0,20.0,,50,high_priority
SAF Aluminium,Steel & Metals,Non Ferrous Metals,Al Extrusions,Penetration,Bangalore,Bangalore (KA),600.0,400.0,14.0,,50,high_priority
Tokai Carbon India,Chemicals & Petrochemicals,Graphite Carbon,Electrodes,Expansion,,Pantnagar (UK),1200.0,400.0,20.0,,50,high_priority
Siegwerk India,Chemicals & Petrochemicals,Paints Coatings,Printing Inks,Penetration,Mumbai,"Bhiwadi (RJ), Silvassa",450.0,350.0,16.0,,50,high_priority
Asbury Carbons India,Chemicals & Petrochemicals,Graphite Carbon,Specialty,Expansion,,Mumbai,500.0,150.0,8.0,,50,high_priority
Rathi Steel & Power,Chemicals & Petrochemicals,Paints Coatings,Industrial,Penetration,Ghaziabad,Ghaziabad (UP),200.0,150.0,8.0,,50,high_priority
Modi Naturals,FMCG & Consumer,Edible Oils,Rice Bran,Penetration,Delhi,"Pilibhit (UP), Bareilly",800.0,600.0,30.0,,50,high_priority
Shinto India,Chemicals & Petrochemicals,Paints Coatings,Industrial,Penetration,Pune,Pune (MH),200.0,150.0,8.0,,50,high_priority
British Paints,Chemicals & Petrochemicals,Paints Coatings,Decorative,Penetration,Mumbai,"Mohali (PB), Sikandrabad (UP)",300.0,400.0,11.0,,50,high_priority
Perma Construction,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Expansion,Mumbai,Thane (MH),300.0,180.0,8.0,,50,high_priority
Knorr-Bremse India,Steel & Metals,Steel Railways,Brakes,Penetration,,Pune (MH),800.0,600.0,27.0,,50,high_priority
Henkel India (Adhesives),Chemicals & Petrochemicals,Synthetic Fibres,Specialty,Penetration,Mumbai,"Chennai, Pune",800.0,600.0,30.0,,50,high_priority
Dalmia Steel,Steel & Metals,Steel Semi Finished,Integrated,Penetration,Kolkata,Rajgangpur (OD),2000.0,900.0,20.0,,50,high_priority
DCM (Nylon),Chemicals & Petrochemicals,Synthetic Fibres,Nylon,Penetration,Delhi,Kota (RJ),800.0,1000.0,30.0,,50,high_priority
Aksh Optifibre,Auto & Engineering,Wires Cables,Fiber,Penetration,Delhi,"Bhiwadi (RJ), Silvassa",800.0,600.0,25.0,,50,high_priority
Topworth Steel,Steel & Metals,Steel Structural,Secondary,Penetration,Nagpur,"Nagpur (MH), Chandrapur (MH)",2500.0,1000.0,23.0,,50,high_priority
Adhunik Metaliks,Steel & Metals,Steel Structural,Secondary,Penetration,Kolkata,Rourkela (OD),2000.0,1000.0,20.0,,50,high_priority
Frontier Biscuits,FMCG & Consumer,Dairy Products,Buyer,Penetration,Delhi,"Delhi, Ludhiana",1500.0,800.0,12.0,,50,high_priority
N.K. Proteins,FMCG & Consumer,Edible Oils,Groundnut,Penetration,Gondal,"Gondal (GJ), Rajkot",800.0,600.0,30.0,,50,high_priority
Fine Organic,Chemicals & Petrochemicals,Acids Solvents,Specialty,Penetration,Mumbai,"Ambernath (MH), Badlapur",2200.0,900.0,30.0,,50,high_priority
Vardhman Special,Steel & Metals,Steel Flats Longs,Auto,Penetration,Ludhiana,Ludhiana (PB),2000.0,1000.0,17.0,,50,high_priority
Nippon Steel India (Tubes),Steel & Metals,Steel Pipes Tubes,Auto,Penetration,Delhi,Bawal (HR),2000.0,600.0,27.0,,50,high_priority
Adhunik Metaliks,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Kolkata,Rourkela (OD),1800.0,900.0,16.0,,50,high_priority
Anabond,Chemicals & Petrochemicals,Adhesives Sealants,Industrial,Expansion,Chennai,"Chennai (TN), Pune",600.0,400.0,12.0,,50,high_priority
Navin Fluorine,Chemicals & Petrochemicals,Acids Solvents,Fluorine,Penetration,Mumbai,"Surat (GJ), Dewas (MP)",2000.0,1000.0,30.0,,50,high_priority
Adhunik Metaliks,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Kolkata,Rourkela (OD),700.0,600.0,23.0,,50,high_priority
Polyfibre Industries,Chemicals & Petrochemicals,Synthetic Fibres,Polyester,Penetration,Surat,Bharuch (GJ),600.0,600.0,20.0,,50,high_priority
Plaza Cables,Auto & Engineering,Wires Cables,Building,Penetration,Delhi,"Bhiwadi (RJ), Ahmedabad",800.0,600.0,25.0,,50,high_priority
Essar Steel (Sponge),Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Mumbai,Hazira (GJ),2000.0,1000.0,50.0,,50,high_priority
FMC India,Chemicals & Petrochemicals,Agrochemicals,MNC,Penetration,Delhi,"Panoli (GJ), Jambusar (GJ)",2800.0,1000.0,86.0,,50,high_priority
Bharat Rasayan,Chemicals & Petrochemicals,Agrochemicals,Technicals,Penetration,Delhi,"Panoli (GJ), Dahej (GJ)",1500.0,800.0,48.0,,50,high_priority
Vedanta (Copper),Auto & Engineering,Wires Cables,Raw Material,Penetration,Delhi,Tuticorin (TN),4000.0,1000.0,65.0,,50,high_priority
Sanwaria Agro,FMCG & Consumer,Edible Oils,Soy,Penetration,Bhopal,"Itarsi (MP), Bhopal",1500.0,800.0,46.0,,50,high_priority
